MB,t,tsq,Day of Week_1,Day of Week_2,Day of Week_3,Day of Week_4,Day of Week_5,Day of Week_6
3123.415036,2996,8976016,0,0,0,0,1,0
3056.210624,2997,8982009,0,0,0,0,1,0
3013.916545,2998,8988004,0,0,0,0,1,0
2995.729496,2999,8994001,0,0,0,0,1,0
3098.674497,3000,9000000,0,0,0,0,1,0
2874.608166,3001,9006001,0,0,0,0,1,0
2997.601001,3002,9012004,0,0,0,0,1,0
2962.818377,3003,9018009,0,0,0,0,1,0
2904.497398,3004,9024016,0,0,0,0,1,0
2980.512045,3005,9030025,0,0,0,0,1,0
2903.187073,3006,9036036,0,0,0,0,1,0
2761.031968,3007,9042049,0,0,0,0,1,0
2729.054731,3008,9048064,0,0,0,0,1,0
2658.20745,3009,9054081,0,0,0,0,1,0
2647.884381,3010,9060100,0,0,0,0,1,0
2714.508998,3011,9066121,0,0,0,0,1,0
2801.204669,3012,9072144,0,0,0,0,1,0
2683.608422,3013,9078169,0,0,0,0,1,0
2810.607351,3014,9084196,0,0,0,0,1,0
2789.357305,3015,9090225,0,0,0,0,1,0
2686.498137,3016,9096256,0,0,0,0,1,0
3011.977406,3017,9102289,0,0,0,0,1,0
2591.955909,3018,9108324,0,0,0,0,1,0
2500.726474,3019,9114361,0,0,0,0,1,0
2402.278782,3020,9120400,0,0,0,0,1,0
2449.375372,3021,9126441,0,0,0,0,1,0
2201.904674,3022,9132484,0,0,0,0,1,0
2271.916863,3023,9138529,0,0,0,0,1,0
2350.783128,3024,9144576,0,0,0,0,1,0
2159.05715,3025,9150625,0,0,0,0,1,0
2124.063122,3026,9156676,0,0,0,0,1,0
2133.708912,3027,9162729,0,0,0,0,1,0
2056.957882,3028,9168784,0,0,0,0,1,0
2130.183333,3029,9174841,0,0,0,0,1,0
2026.302805,3030,9180900,0,0,0,0,1,0
2090.815767,3031,9186961,0,0,0,0,1,0
2075.152023,3032,9193024,0,0,0,0,1,0
2231.562555,3033,9199089,0,0,0,0,1,0
2337.317218,3034,9205156,0,0,0,0,1,0
2309.509672,3035,9211225,0,0,0,0,1,0
2191.705372,3036,9217296,0,0,0,0,1,0
2070.114099,3037,9223369,0,0,0,0,1,0
2002.337311,3038,9229444,0,0,0,0,1,0
1974.934369,3039,9235521,0,0,0,0,1,0
2008.360244,3040,9241600,0,0,0,0,1,0
2093.368173,3041,9247681,0,0,0,0,1,0
1893.53904,3042,9253764,0,0,0,0,1,0
1890.582866,3043,9259849,0,0,0,0,1,0
1849.872079,3044,9265936,0,0,0,0,1,0
1889.672683,3045,9272025,0,0,0,0,1,0
1951.043426,3046,9278116,0,0,0,0,1,0
2007.067066,3047,9284209,0,0,0,0,1,0
1906.383654,3048,9290304,0,0,0,0,1,0
1749.707424,3049,9296401,0,0,0,0,1,0
1690.024223,3050,9302500,0,0,0,0,1,0
1700.60263,3051,9308601,0,0,0,0,1,0
1759.283934,3052,9314704,0,0,0,0,1,0
1733.738947,3053,9320809,0,0,0,0,1,0
1622.580544,3054,9326916,0,0,0,0,1,0
1607.808397,3055,9333025,0,0,0,0,1,0
1676.358095,3056,9339136,0,0,0,0,1,0
1564.194828,3057,9345249,0,0,0,0,1,0
1588.868343,3058,9351364,0,0,0,0,1,0
1645.20286,3059,9357481,0,0,0,0,1,0
1554.176316,3060,9363600,0,0,0,0,1,0
1506.792176,3061,9369721,0,0,0,0,1,0
1518.096394,3062,9375844,0,0,0,0,1,0
1517.393319,3063,9381969,0,0,0,0,1,0
1565.816736,3064,9388096,0,0,0,0,1,0
1489.785696,3065,9394225,0,0,0,0,1,0
1509.093698,3066,9400356,0,0,0,0,1,0
1453.708408,3067,9406489,0,0,0,0,1,0
1442.044252,3068,9412624,0,0,0,0,1,0
1442.505495,3069,9418761,0,0,0,0,1,0
1512.299012,3070,9424900,0,0,0,0,1,0
1494.78086,3071,9431041,0,0,0,0,1,0
1540.931534,3072,9437184,0,0,0,0,1,0
1495.450396,3073,9443329,0,0,0,0,1,0
1441.283703,3074,9449476,0,0,0,0,1,0
1367.085755,3075,9455625,0,0,0,0,1,0
1532.509418,3076,9461776,0,0,0,0,1,0
1455.522262,3077,9467929,0,0,0,0,1,0
1420.090322,3078,9474084,0,0,0,0,1,0
1386.632684,3079,9480241,0,0,0,0,1,0
1394.017536,3080,9486400,0,0,0,0,1,0
1373.701279,3081,9492561,0,0,0,0,1,0
1462.986361,3082,9498724,0,0,0,0,1,0
1400.146403,3083,9504889,0,0,0,0,1,0
1342.625832,3084,9511056,0,0,0,0,1,0
1314.61873,3085,9517225,0,0,0,0,0,1
1376.072203,3086,9523396,0,0,0,0,0,1
1394.178771,3087,9529569,0,0,0,0,0,1
1531.738642,3088,9535744,0,0,0,0,0,1
1397.976871,3089,9541921,0,0,0,0,0,1
1376.694476,3090,9548100,0,0,0,0,0,1
1476.212675,3091,9554281,0,0,0,0,0,1
1436.613258,3092,9560464,0,0,0,0,0,1
1402.137283,3093,9566649,0,0,0,0,0,1
1627.258101,3094,9572836,0,0,0,0,0,1
1645.480029,3095,9579025,0,0,0,0,0,1
1485.022825,3096,9585216,0,0,0,0,0,1
1519.496089,3097,9591409,0,0,0,0,0,1
1550.750737,3098,9597604,0,0,0,0,0,1
1465.715524,3099,9603801,0,0,0,0,0,1
1589.4204,3100,9610000,0,0,0,0,0,1
1525.890563,3101,9616201,0,0,0,0,0,1
1509.507136,3102,9622404,0,0,0,0,0,1
1633.402574,3103,9628609,0,0,0,0,0,1
1429.791868,3104,9634816,0,0,0,0,0,1
1476.571222,3105,9641025,0,0,0,0,0,1
1578.629827,3106,9647236,0,0,0,0,0,1
1536.943411,3107,9653449,0,0,0,0,0,1
1464.872596,3108,9659664,0,0,0,0,0,1
1522.362898,3109,9665881,0,0,0,0,0,1
1589.852287,3110,9672100,0,0,0,0,0,1
1632.913822,3111,9678321,0,0,0,0,0,1
1715.385625,3112,9684544,0,0,0,0,0,1
1628.861161,3113,9690769,0,0,0,0,0,1
1650.999623,3114,9696996,0,0,0,0,0,1
1664.90354,3115,9703225,0,0,0,0,0,1
1649.354623,3116,9709456,0,0,0,0,0,1
1715.101725,3117,9715689,0,0,0,0,0,1
1801.097303,3118,9721924,0,0,0,0,0,1
1808.46075,3119,9728161,0,0,0,0,0,1
1750.667006,3120,9734400,0,0,0,0,0,1
1806.89436,3121,9740641,0,0,0,0,0,1
1782.072848,3122,9746884,0,0,0,0,0,1
1806.258299,3123,9753129,0,0,0,0,0,1
1843.73319,3124,9759376,0,0,0,0,0,1
1961.135993,3125,9765625,0,0,0,0,0,1
1976.104935,3126,9771876,0,0,0,0,0,1
2078.212169,3127,9778129,0,0,0,0,0,1
2053.250909,3128,9784384,0,0,0,0,0,1
2142.725052,3129,9790641,0,0,0,0,0,1
2284.668046,3130,9796900,0,0,0,0,0,1
2276.695101,3131,9803161,0,0,0,0,0,1
2286.182318,3132,9809424,0,0,0,0,0,1
2272.958105,3133,9815689,0,0,0,0,0,1
2282.299576,3134,9821956,0,0,0,0,0,1
2346.133294,3135,9828225,0,0,0,0,0,1
2408.541528,3136,9834496,0,0,0,0,0,1
2495.480327,3137,9840769,0,0,0,0,0,1
2399.457298,3138,9847044,0,0,0,0,0,1
2366.919498,3139,9853321,0,0,0,0,0,1
2469.99975,3140,9859600,0,0,0,0,0,1
2505.385899,3141,9865881,0,0,0,0,0,1
2522.131393,3142,9872164,0,0,0,0,0,1
2491.637478,3143,9878449,0,0,0,0,0,1
2427.541962,3144,9884736,0,0,0,0,0,1
2553.905474,3145,9891025,0,0,0,0,0,1
2591.271974,3146,9897316,0,0,0,0,0,1
2697.940276,3147,9903609,0,0,0,0,0,1
2558.197291,3148,9909904,0,0,0,0,0,1
2626.042638,3149,9916201,0,0,0,0,0,1
2626.213216,3150,9922500,0,0,0,0,0,1
2664.620368,3151,9928801,0,0,0,0,0,1
2752.239767,3152,9935104,0,0,0,0,0,1
2823.099317,3153,9941409,0,0,0,0,0,1
2766.228197,3154,9947716,0,0,0,0,0,1
2695.937522,3155,9954025,0,0,0,0,0,1
2755.76284,3156,9960336,0,0,0,0,0,1
2687.709328,3157,9966649,0,0,0,0,0,1
2664.756476,3158,9972964,0,0,0,0,0,1
2762.872906,3159,9979281,0,0,0,0,0,1
2687.981845,3160,9985600,0,0,0,0,0,1
2723.571123,3161,9991921,0,0,0,0,0,1
2795.478595,3162,9998244,0,0,0,0,0,1
2780.33112,3163,10004569,0,0,0,0,0,1
2814.846609,3164,10010896,0,0,0,0,0,1
2929.772075,3165,10017225,0,0,0,0,0,1
2852.400093,3166,10023556,0,0,0,0,0,1
2756.443481,3167,10029889,0,0,0,0,0,1
2732.484183,3168,10036224,0,0,0,0,0,1
2689.469232,3169,10042561,0,0,0,0,0,1
2782.101767,3170,10048900,0,0,0,0,0,1
2732.50965,3171,10055241,0,0,0,0,0,1
2752.725207,3172,10061584,0,0,0,0,0,1
2765.383285,3173,10067929,0,0,0,0,0,1
2743.325518,3174,10074276,0,0,0,0,0,1
2900.481956,3175,10080625,0,0,0,0,0,1
2985.360814,3176,10086976,0,0,0,0,0,1
2914.824971,3177,10093329,0,0,0,0,0,1
2863.155633,3178,10099684,0,0,0,0,0,1
3017.284078,3179,10106041,0,0,0,0,0,1
2801.876484,3180,10112400,0,0,0,0,0,1
2751.644073,3181,10118761,0,0,0,0,0,1
2806.254707,3182,10125124,0,0,0,0,0,1
2908.339089,3183,10131489,0,0,0,0,0,1
2922.36999,3184,10137856,0,0,0,0,0,1
2953.772458,3185,10144225,0,0,0,0,0,1
2892.188852,3186,10150596,0,0,0,0,0,1
2947.79698,3187,10156969,0,0,0,0,0,1
2942.98939,3188,10163344,0,0,0,0,0,1
2891.845566,3189,10169721,0,0,0,0,0,1
2899.109733,3190,10176100,0,0,0,0,0,1
2776.961612,3191,10182481,0,0,0,0,0,1
3208.134095,3192,10188864,0,0,0,0,0,1
2766.131532,3193,10195249,0,0,0,0,0,1
2884.308273,3194,10201636,0,0,0,0,0,1
2807.320233,3195,10208025,0,0,0,0,0,1
2839.225604,3196,10214416,0,0,0,0,0,1
2751.80156,3197,10220809,0,0,0,0,0,1
2834.952453,3198,10227204,0,0,0,0,0,1
3012.757577,3199,10233601,0,0,0,0,0,1
2975.384443,3200,10240000,0,0,0,0,0,1
2943.600099,3201,10246401,0,0,0,0,0,1
2899.475151,3202,10252804,0,0,0,0,0,1
2792.462388,3203,10259209,0,0,0,0,0,1
2692.967908,3204,10265616,0,0,0,0,0,1
2745.113652,3205,10272025,0,0,0,0,0,1
2790.634691,3206,10278436,0,0,0,0,0,1
2817.162173,3207,10284849,0,0,0,0,0,1
2805.80588,3208,10291264,0,0,0,0,0,1
2826.795755,3209,10297681,0,0,0,0,0,1
2709.620263,3210,10304100,0,0,0,0,0,1
2696.421073,3211,10310521,0,0,0,0,0,1
2773.533159,3212,10316944,0,0,0,0,0,1
2806.199134,3213,10323369,0,0,0,0,0,1
2781.68504,3214,10329796,0,0,0,0,0,1
2758.977207,3215,10336225,0,0,0,0,0,1
2740.536705,3216,10342656,0,0,0,0,0,1
2703.409466,3217,10349089,0,0,0,0,0,1
2848.907285,3218,10355524,0,0,0,0,0,1
2846.252214,3219,10361961,0,0,0,0,0,1
2858.739244,3220,10368400,0,0,0,0,0,1
2883.15033,3221,10374841,0,0,0,0,0,1
2843.428472,3222,10381284,0,0,0,0,0,1
2781.305893,3223,10387729,0,0,0,0,0,1
2886.834487,3224,10394176,0,0,0,0,0,1
2865.593665,3225,10400625,0,0,0,0,0,1
2969.469166,3226,10407076,0,0,0,0,0,1
2866.232265,3227,10413529,0,0,0,0,0,1
2945.102864,3228,10419984,0,0,0,0,0,1
2699.881853,3229,10426441,0,0,0,0,0,1
2765.976549,3230,10432900,0,0,0,0,0,1
2705.972853,3231,10439361,0,0,0,0,0,1
2676.962877,3232,10445824,0,0,0,0,0,1
2708.840487,3233,10452289,0,0,0,0,0,1
2729.507306,3234,10458756,0,0,0,0,0,1
2621.923776,3235,10465225,0,0,0,0,0,1
2832.294925,3236,10471696,0,0,0,0,0,1
2880.090833,3237,10478169,0,0,0,0,0,1
2654.62608,3238,10484644,0,0,0,0,0,1
2665.257474,3239,10491121,0,0,0,0,0,1
2839.489171,3240,10497600,0,0,0,0,0,1
2876.720926,3241,10504081,0,0,0,0,0,1
2720.672764,3242,10510564,0,0,0,0,0,1
2672.569562,3243,10517049,0,0,0,0,0,1
2559.437218,3244,10523536,0,0,0,0,0,1
2737.559,3245,10530025,0,0,0,0,0,1
2766.570657,3246,10536516,0,0,0,0,0,1
2834.819494,3247,10543009,0,0,0,0,0,1
2747.458503,3248,10549504,0,0,0,0,0,1
2603.642807,3249,10556001,0,0,0,0,0,1
2656.059242,3250,10562500,0,0,0,0,0,1
2752.466541,3251,10569001,0,0,0,0,0,1
2773.274011,3252,10575504,0,0,0,0,0,1
2817.762944,3253,10582009,0,0,0,0,0,1
2745.600294,3254,10588516,0,0,0,0,0,1
2669.654692,3255,10595025,0,0,0,0,0,1
2700.554041,3256,10601536,0,0,0,0,0,1
2670.501373,3257,10608049,0,0,0,0,0,1
2666.659336,3258,10614564,0,0,0,0,0,1
2923.237262,3259,10621081,0,0,0,0,0,1
2770.349474,3260,10627600,0,0,0,0,0,1
2743.562318,3261,10634121,0,0,0,0,0,1
2810.784392,3262,10640644,0,0,0,0,0,1
2717.235608,3263,10647169,0,0,0,0,0,1
2669.008377,3264,10653696,0,0,0,0,0,1
2711.517946,3265,10660225,0,0,0,0,0,1
2669.240322,3266,10666756,0,0,0,0,0,1
2770.220538,3267,10673289,0,0,0,0,0,1
2875.871558,3268,10679824,0,0,0,0,0,1
2856.225866,3269,10686361,0,0,0,0,0,1
2738.246068,3270,10692900,0,0,0,0,0,1
2771.795942,3271,10699441,0,0,0,0,0,1
2756.918519,3272,10705984,0,0,0,0,0,1
2823.778901,3273,10712529,0,0,0,0,0,1
2784.437512,3274,10719076,0,0,0,0,0,1
2802.069066,3275,10725625,0,0,0,0,0,1
2673.233628,3276,10732176,0,0,0,0,0,1
2662.850763,3277,10738729,0,0,0,0,0,1
2619.405742,3278,10745284,0,0,0,0,0,1
2687.04912,3279,10751841,0,0,0,0,0,1
2731.951493,3280,10758400,0,0,0,0,0,1
2661.841163,3281,10764961,0,0,0,0,0,1
2655.911657,3282,10771524,0,0,0,0,0,1
2895.043997,3283,10778089,0,0,0,0,0,1
3127.545888,3284,10784656,0,0,0,0,0,1
2724.922605,3285,10791225,0,0,0,0,0,1
2554.96884,3286,10797796,0,0,0,0,0,1
2528.768811,3287,10804369,0,0,0,0,0,1
2495.509348,3288,10810944,0,0,0,0,0,1
2605.279517,3289,10817521,0,0,0,0,0,1
2565.166093,3290,10824100,0,0,0,0,0,1
2477.49011,3291,10830681,0,0,0,0,0,1
2373.016646,3292,10837264,0,0,0,0,0,1
2363.862119,3293,10843849,0,0,0,0,0,1
2354.733328,3294,10850436,0,0,0,0,0,1
2373.776386,3295,10857025,0,0,0,0,0,1
2356.38718,3296,10863616,0,0,0,0,0,1
2262.725671,3297,10870209,0,0,0,0,0,1
2230.387048,3298,10876804,0,0,0,0,0,1
2254.484321,3299,10883401,0,0,0,0,0,1
2396.118023,3300,10890000,0,0,0,0,0,1
2326.799632,3301,10896601,0,0,0,0,0,1
2269.235934,3302,10903204,0,0,0,0,0,1
2296.047975,3303,10909809,0,0,0,0,0,1
2230.271291,3304,10916416,0,0,0,0,0,1
2119.313285,3305,10923025,0,0,0,0,0,1
2217.866499,3306,10929636,0,0,0,0,0,1
2219.995988,3307,10936249,0,0,0,0,0,1
2091.346964,3308,10942864,0,0,0,0,0,1
2075.54305,3309,10949481,0,0,0,0,0,1
2088.755221,3310,10956100,0,0,0,0,0,1
2018.792952,3311,10962721,0,0,0,0,0,1
2121.605697,3312,10969344,0,0,0,0,0,1
2113.652946,3313,10975969,0,0,0,0,0,1
2164.329024,3314,10982596,0,0,0,0,0,1
2060.254134,3315,10989225,0,0,0,0,0,1
2035.012649,3316,10995856,0,0,0,0,0,1
2202.185616,3317,11002489,0,0,0,0,0,1
2084.658039,3318,11009124,0,0,0,0,0,1
1899.767973,3319,11015761,0,0,0,0,0,1
1836.995949,3320,11022400,0,0,0,0,0,1
1815.504481,3321,11029041,0,0,0,0,0,1
1784.780482,3322,11035684,0,0,0,0,0,1
1741.998749,3323,11042329,0,0,0,0,0,1
1762.443346,3324,11048976,0,0,0,0,0,1
1743.821728,3325,11055625,0,0,0,0,0,1
1764.893725,3326,11062276,0,0,0,0,0,1
1880.383084,3327,11068929,0,0,0,0,0,1
1848.891279,3328,11075584,0,0,0,0,0,1
1725.21422,3329,11082241,0,0,0,0,0,1
1824.495102,3330,11088900,0,0,0,0,0,1
1728.296128,3331,11095561,0,0,0,0,0,1
1661.491524,3332,11102224,0,0,0,0,0,1
1798.495671,3333,11108889,0,0,0,0,0,1
1605.202906,3334,11115556,0,0,0,0,0,1
1683.386439,3335,11122225,0,0,0,0,0,1
1668.692313,3336,11128896,0,0,0,0,0,1
1574.054726,3337,11135569,0,0,0,0,0,1
1480.526142,3338,11142244,0,0,0,0,0,1
1532.993157,3339,11148921,0,0,0,0,0,1
1500.860196,3340,11155600,0,0,0,0,0,1
1502.690219,3341,11162281,0,0,0,0,0,1
1563.13802,3342,11168964,0,0,0,0,0,1
1565.363793,3343,11175649,0,0,0,0,0,1
1501.880191,3344,11182336,0,0,0,0,0,1
1512.847838,3345,11189025,0,0,0,0,0,1
1499.728764,3346,11195716,0,0,0,0,0,1
1488.357906,3347,11202409,0,0,0,0,0,1
1539.034157,3348,11209104,0,0,0,0,0,1
1468.230022,3349,11215801,0,0,0,0,0,1
1477.657586,3350,11222500,0,0,0,0,0,1
1570.848137,3351,11229201,0,0,0,0,0,1
1414.11246,3352,11235904,0,0,0,0,0,1
1487.249325,3353,11242609,0,0,0,0,0,1
1477.547734,3354,11249316,0,0,0,0,0,1
1508.651611,3355,11256025,0,0,0,0,0,1
1465.477798,3356,11262736,0,0,0,0,0,1
1431.557927,3357,11269449,0,0,0,0,0,1
1391.715055,3358,11276164,0,0,0,0,0,1
1428.349149,3359,11282881,0,0,0,0,0,1
1387.685977,3360,11289600,0,0,0,0,0,1
1303.806213,3361,11296321,0,0,0,0,0,1
1340.968824,3362,11303044,0,0,0,0,0,1
1351.022296,3363,11309769,0,0,0,0,0,1
1276.23101,3364,11316496,0,0,0,0,0,1
1314.269538,3365,11323225,0,0,0,0,0,1
1338.580004,3366,11329956,0,0,0,0,0,1
1335.704654,3367,11336689,0,0,0,0,0,1
1408.516839,3368,11343424,0,0,0,0,0,1
1386.086072,3369,11350161,0,0,0,0,0,1
1478.413865,3370,11356900,0,0,0,0,0,1
2102.798177,3371,11363641,0,0,0,0,0,1
1804.758954,3372,11370384,0,0,0,0,0,1
1566.029048,3373,11377129,0,0,0,0,0,0
1425.082854,3374,11383876,0,0,0,0,0,0
1392.148164,3375,11390625,0,0,0,0,0,0
1418.089095,3376,11397376,0,0,0,0,0,0
1524.937337,3377,11404129,0,0,0,0,0,0
1529.467227,3378,11410884,0,0,0,0,0,0
1382.17096,3379,11417641,0,0,0,0,0,0
1327.260349,3380,11424400,0,0,0,0,0,0
1292.632443,3381,11431161,0,0,0,0,0,0
1291.039362,3382,11437924,0,0,0,0,0,0
1388.467665,3383,11444689,0,0,0,0,0,0
1401.925749,3384,11451456,0,0,0,0,0,0
1422.308089,3385,11458225,0,0,0,0,0,0
1407.673686,3386,11464996,0,0,0,0,0,0
1371.693407,3387,11471769,0,0,0,0,0,0
1363.394368,3388,11478544,0,0,0,0,0,0
1436.279595,3389,11485321,0,0,0,0,0,0
1447.844374,3390,11492100,0,0,0,0,0,0
1435.554606,3391,11498881,0,0,0,0,0,0
1461.171231,3392,11505664,0,0,0,0,0,0
1470.664598,3393,11512449,0,0,0,0,0,0
1498.452238,3394,11519236,0,0,0,0,0,0
1549.150817,3395,11526025,0,0,0,0,0,0
1772.289719,3396,11532816,0,0,0,0,0,0
1577.144138,3397,11539609,0,0,0,0,0,0
1550.729842,3398,11546404,0,0,0,0,0,0
1559.26974,3399,11553201,0,0,0,0,0,0
1576.287382,3400,11560000,0,0,0,0,0,0
1757.124355,3401,11566801,0,0,0,0,0,0
1750.988017,3402,11573604,0,0,0,0,0,0
1631.943898,3403,11580409,0,0,0,0,0,0
1675.645048,3404,11587216,0,0,0,0,0,0
1715.093352,3405,11594025,0,0,0,0,0,0
1713.092776,3406,11600836,0,0,0,0,0,0
1805.619007,3407,11607649,0,0,0,0,0,0
1753.655605,3408,11614464,0,0,0,0,0,0
1848.356575,3409,11621281,0,0,0,0,0,0
1822.562311,3410,11628100,0,0,0,0,0,0
1920.457041,3411,11634921,0,0,0,0,0,0
1988.427196,3412,11641744,0,0,0,0,0,0
2033.807014,3413,11648569,0,0,0,0,0,0
2019.117816,3414,11655396,0,0,0,0,0,0
2010.240127,3415,11662225,0,0,0,0,0,0
2019.719671,3416,11669056,0,0,0,0,0,0
2019.227126,3417,11675889,0,0,0,0,0,0
2114.730978,3418,11682724,0,0,0,0,0,0
2186.657597,3419,11689561,0,0,0,0,0,0
2128.351283,3420,11696400,0,0,0,0,0,0
2214.447942,3421,11703241,0,0,0,0,0,0
2187.709422,3422,11710084,0,0,0,0,0,0
2320.879894,3423,11716929,0,0,0,0,0,0
2394.784613,3424,11723776,0,0,0,0,0,0
2450.950209,3425,11730625,0,0,0,0,0,0
2443.779819,3426,11737476,0,0,0,0,0,0
2526.012176,3427,11744329,0,0,0,0,0,0
2467.92187,3428,11751184,0,0,0,0,0,0
2483.639528,3429,11758041,0,0,0,0,0,0
2543.996128,3430,11764900,0,0,0,0,0,0
2510.638404,3431,11771761,0,0,0,0,0,0
2504.785415,3432,11778624,0,0,0,0,0,0
2585.447206,3433,11785489,0,0,0,0,0,0
2677.776542,3434,11792356,0,0,0,0,0,0
2709.903369,3435,11799225,0,0,0,0,0,0
2875.154103,3436,11806096,0,0,0,0,0,0
2787.012494,3437,11812969,0,0,0,0,0,0
2750.43559,3438,11819844,0,0,0,0,0,0
2768.586497,3439,11826721,0,0,0,0,0,0
2658.392328,3440,11833600,0,0,0,0,0,0
2664.409922,3441,11840481,0,0,0,0,0,0
2742.74286,3442,11847364,0,0,0,0,0,0
2755.674272,3443,11854249,0,0,0,0,0,0
2658.213898,3444,11861136,0,0,0,0,0,0
2665.08954,3445,11868025,0,0,0,0,0,0
2618.093182,3446,11874916,0,0,0,0,0,0
2667.636153,3447,11881809,0,0,0,0,0,0
2779.279883,3448,11888704,0,0,0,0,0,0
2806.171221,3449,11895601,0,0,0,0,0,0
2848.748847,3450,11902500,0,0,0,0,0,0
2769.061573,3451,11909401,0,0,0,0,0,0
2763.359924,3452,11916304,0,0,0,0,0,0
2773.791322,3453,11923209,0,0,0,0,0,0
2855.093619,3454,11930116,0,0,0,0,0,0
2818.117717,3455,11937025,0,0,0,0,0,0
2796.96354,3456,11943936,0,0,0,0,0,0
2738.73054,3457,11950849,0,0,0,0,0,0
2840.996693,3458,11957764,0,0,0,0,0,0
2813.150942,3459,11964681,0,0,0,0,0,0
2897.028393,3460,11971600,0,0,0,0,0,0
2947.858655,3461,11978521,0,0,0,0,0,0
2842.473927,3462,11985444,0,0,0,0,0,0
2888.40766,3463,11992369,0,0,0,0,0,0
2758.819036,3464,11999296,0,0,0,0,0,0
2739.70499,3465,12006225,0,0,0,0,0,0
2874.587781,3466,12013156,0,0,0,0,0,0
3037.43119,3467,12020089,0,0,0,0,0,0
2809.917222,3468,12027024,0,0,0,0,0,0
2958.361484,3469,12033961,0,0,0,0,0,0
2818.927057,3470,12040900,0,0,0,0,0,0
2833.516879,3471,12047841,0,0,0,0,0,0
2821.965049,3472,12054784,0,0,0,0,0,0
2804.368488,3473,12061729,0,0,0,0,0,0
2720.391377,3474,12068676,0,0,0,0,0,0
2738.313644,3475,12075625,0,0,0,0,0,0
2753.77647,3476,12082576,0,0,0,0,0,0
2745.21578,3477,12089529,0,0,0,0,0,0
2868.692731,3478,12096484,0,0,0,0,0,0
2866.809442,3479,12103441,0,0,0,0,0,0
2879.109865,3480,12110400,0,0,0,0,0,0
2971.366778,3481,12117361,0,0,0,0,0,0
2852.566731,3482,12124324,0,0,0,0,0,0
2882.992525,3483,12131289,0,0,0,0,0,0
2970.302408,3484,12138256,0,0,0,0,0,0
2907.067587,3485,12145225,0,0,0,0,0,0
2975.303564,3486,12152196,0,0,0,0,0,0
2908.302449,3487,12159169,0,0,0,0,0,0
2818.038549,3488,12166144,0,0,0,0,0,0
2885.055852,3489,12173121,0,0,0,0,0,0
2814.897811,3490,12180100,0,0,0,0,0,0
2813.464185,3491,12187081,0,0,0,0,0,0
2898.79586,3492,12194064,0,0,0,0,0,0
2875.393237,3493,12201049,0,0,0,0,0,0
2956.157138,3494,12208036,0,0,0,0,0,0
3031.972354,3495,12215025,0,0,0,0,0,0
2931.13392,3496,12222016,0,0,0,0,0,0
2946.482083,3497,12229009,0,0,0,0,0,0
2884.337421,3498,12236004,0,0,0,0,0,0
2862.358706,3499,12243001,0,0,0,0,0,0
2943.864184,3500,12250000,0,0,0,0,0,0
2889.46101,3501,12257001,0,0,0,0,0,0
2987.966407,3502,12264004,0,0,0,0,0,0
2905.328579,3503,12271009,0,0,0,0,0,0
2978.617224,3504,12278016,0,0,0,0,0,0
2885.53264,3505,12285025,0,0,0,0,0,0
2953.694819,3506,12292036,0,0,0,0,0,0
3044.244264,3507,12299049,0,0,0,0,0,0
3015.271001,3508,12306064,0,0,0,0,0,0
3032.040704,3509,12313081,0,0,0,0,0,0
3073.135494,3510,12320100,0,0,0,0,0,0
3027.700113,3511,12327121,0,0,0,0,0,0
3052.001772,3512,12334144,0,0,0,0,0,0
3140.071189,3513,12341169,0,0,0,0,0,0
3077.925481,3514,12348196,0,0,0,0,0,0
3015.042871,3515,12355225,0,0,0,0,0,0
2936.906011,3516,12362256,0,0,0,0,0,0
2988.451987,3517,12369289,0,0,0,0,0,0
3011.558337,3518,12376324,0,0,0,0,0,0
3096.137139,3519,12383361,0,0,0,0,0,0
3115.39606,3520,12390400,0,0,0,0,0,0
3002.409032,3521,12397441,0,0,0,0,0,0
3021.723195,3522,12404484,0,0,0,0,0,0
3018.92464,3523,12411529,0,0,0,0,0,0
2982.967369,3524,12418576,0,0,0,0,0,0
3025.704835,3525,12425625,0,0,0,0,0,0
3036.867819,3526,12432676,0,0,0,0,0,0
3020.559095,3527,12439729,0,0,0,0,0,0
3083.266625,3528,12446784,0,0,0,0,0,0
3018.160877,3529,12453841,0,0,0,0,0,0
3061.375108,3530,12460900,0,0,0,0,0,0
3163.29057,3531,12467961,0,0,0,0,0,0
3249.615628,3532,12475024,0,0,0,0,0,0
3169.221853,3533,12482089,0,0,0,0,0,0
3160.280716,3534,12489156,0,0,0,0,0,0
3137.444938,3535,12496225,0,0,0,0,0,0
3242.927282,3536,12503296,0,0,0,0,0,0
3278.521839,3537,12510369,0,0,0,0,0,0
3242.18935,3538,12517444,0,0,0,0,0,0
3235.048989,3539,12524521,0,0,0,0,0,0
3259.703409,3540,12531600,0,0,0,0,0,0
3283.960487,3541,12538681,0,0,0,0,0,0
3262.539984,3542,12545764,0,0,0,0,0,0
3517.57485,3543,12552849,0,0,0,0,0,0
3340.900919,3544,12559936,0,0,0,0,0,0
3207.571885,3545,12567025,0,0,0,0,0,0
3199.671078,3546,12574116,0,0,0,0,0,0
3310.546741,3547,12581209,0,0,0,0,0,0
3341.815265,3548,12588304,0,0,0,0,0,0
3277.951624,3549,12595401,0,0,0,0,0,0
3208.330853,3550,12602500,0,0,0,0,0,0
3259.394948,3551,12609601,0,0,0,0,0,0
3247.814495,3552,12616704,0,0,0,0,0,0
