MB,t,tsq,Day of Week_1,Day of Week_2,Day of Week_3,Day of Week_4,Day of Week_5,Day of Week_6,Lag1,Lag2,Lag3,Lag4,Lag5,Lag6,Lag7,Lag8,Lag9,Lag10,Lag11,Lag12,Lag13,Lag14,Lag15
5944.346681,2045,4182025,0,1,0,0,0,0,5950.361952,5748.003427,5739.473163,5718.840398,5693.19117,5767.875802,5787.010033,5866.081999,5893.269997,5875.70226,5792.127233,5861.053837,5761.287774,5977.725596,5877.898991
6051.764411,2046,4186116,0,1,0,0,0,0,5944.346681,5950.361952,5748.003427,5739.473163,5718.840398,5693.19117,5767.875802,5787.010033,5866.081999,5893.269997,5875.70226,5792.127233,5861.053837,5761.287774,5977.725596
6097.492302,2047,4190209,0,1,0,0,0,0,6051.764411,5944.346681,5950.361952,5748.003427,5739.473163,5718.840398,5693.19117,5767.875802,5787.010033,5866.081999,5893.269997,5875.70226,5792.127233,5861.053837,5761.287774
5913.315031,2048,4194304,0,1,0,0,0,0,6097.492302,6051.764411,5944.346681,5950.361952,5748.003427,5739.473163,5718.840398,5693.19117,5767.875802,5787.010033,5866.081999,5893.269997,5875.70226,5792.127233,5861.053837
5769.234786,2049,4198401,0,1,0,0,0,0,5913.315031,6097.492302,6051.764411,5944.346681,5950.361952,5748.003427,5739.473163,5718.840398,5693.19117,5767.875802,5787.010033,5866.081999,5893.269997,5875.70226,5792.127233
5799.570679,2050,4202500,0,1,0,0,0,0,5769.234786,5913.315031,6097.492302,6051.764411,5944.346681,5950.361952,5748.003427,5739.473163,5718.840398,5693.19117,5767.875802,5787.010033,5866.081999,5893.269997,5875.70226
5984.402383,2051,4206601,0,1,0,0,0,0,5799.570679,5769.234786,5913.315031,6097.492302,6051.764411,5944.346681,5950.361952,5748.003427,5739.473163,5718.840398,5693.19117,5767.875802,5787.010033,5866.081999,5893.269997
5851.450796,2052,4210704,0,1,0,0,0,0,5984.402383,5799.570679,5769.234786,5913.315031,6097.492302,6051.764411,5944.346681,5950.361952,5748.003427,5739.473163,5718.840398,5693.19117,5767.875802,5787.010033,5866.081999
5912.62062,2053,4214809,0,1,0,0,0,0,5851.450796,5984.402383,5799.570679,5769.234786,5913.315031,6097.492302,6051.764411,5944.346681,5950.361952,5748.003427,5739.473163,5718.840398,5693.19117,5767.875802,5787.010033
5884.993296,2054,4218916,0,1,0,0,0,0,5912.62062,5851.450796,5984.402383,5799.570679,5769.234786,5913.315031,6097.492302,6051.764411,5944.346681,5950.361952,5748.003427,5739.473163,5718.840398,5693.19117,5767.875802
5823.499907,2055,4223025,0,1,0,0,0,0,5884.993296,5912.62062,5851.450796,5984.402383,5799.570679,5769.234786,5913.315031,6097.492302,6051.764411,5944.346681,5950.361952,5748.003427,5739.473163,5718.840398,5693.19117
6031.515099,2056,4227136,0,1,0,0,0,0,5823.499907,5884.993296,5912.62062,5851.450796,5984.402383,5799.570679,5769.234786,5913.315031,6097.492302,6051.764411,5944.346681,5950.361952,5748.003427,5739.473163,5718.840398
6072.479501,2057,4231249,0,1,0,0,0,0,6031.515099,5823.499907,5884.993296,5912.62062,5851.450796,5984.402383,5799.570679,5769.234786,5913.315031,6097.492302,6051.764411,5944.346681,5950.361952,5748.003427,5739.473163
5961.689532,2058,4235364,0,1,0,0,0,0,6072.479501,6031.515099,5823.499907,5884.993296,5912.62062,5851.450796,5984.402383,5799.570679,5769.234786,5913.315031,6097.492302,6051.764411,5944.346681,5950.361952,5748.003427
5977.450688,2059,4239481,0,1,0,0,0,0,5961.689532,6072.479501,6031.515099,5823.499907,5884.993296,5912.62062,5851.450796,5984.402383,5799.570679,5769.234786,5913.315031,6097.492302,6051.764411,5944.346681,5950.361952
5974.158522,2060,4243600,0,1,0,0,0,0,5977.450688,5961.689532,6072.479501,6031.515099,5823.499907,5884.993296,5912.62062,5851.450796,5984.402383,5799.570679,5769.234786,5913.315031,6097.492302,6051.764411,5944.346681
5711.285076,2061,4247721,0,1,0,0,0,0,5974.158522,5977.450688,5961.689532,6072.479501,6031.515099,5823.499907,5884.993296,5912.62062,5851.450796,5984.402383,5799.570679,5769.234786,5913.315031,6097.492302,6051.764411
5890.179721,2062,4251844,0,1,0,0,0,0,5711.285076,5974.158522,5977.450688,5961.689532,6072.479501,6031.515099,5823.499907,5884.993296,5912.62062,5851.450796,5984.402383,5799.570679,5769.234786,5913.315031,6097.492302
5808.851138,2063,4255969,0,1,0,0,0,0,5890.179721,5711.285076,5974.158522,5977.450688,5961.689532,6072.479501,6031.515099,5823.499907,5884.993296,5912.62062,5851.450796,5984.402383,5799.570679,5769.234786,5913.315031
6216.760711,2064,4260096,0,1,0,0,0,0,5808.851138,5890.179721,5711.285076,5974.158522,5977.450688,5961.689532,6072.479501,6031.515099,5823.499907,5884.993296,5912.62062,5851.450796,5984.402383,5799.570679,5769.234786
6289.602174,2065,4264225,0,1,0,0,0,0,6216.760711,5808.851138,5890.179721,5711.285076,5974.158522,5977.450688,5961.689532,6072.479501,6031.515099,5823.499907,5884.993296,5912.62062,5851.450796,5984.402383,5799.570679
6093.569651,2066,4268356,0,1,0,0,0,0,6289.602174,6216.760711,5808.851138,5890.179721,5711.285076,5974.158522,5977.450688,5961.689532,6072.479501,6031.515099,5823.499907,5884.993296,5912.62062,5851.450796,5984.402383
6010.629573,2067,4272489,0,1,0,0,0,0,6093.569651,6289.602174,6216.760711,5808.851138,5890.179721,5711.285076,5974.158522,5977.450688,5961.689532,6072.479501,6031.515099,5823.499907,5884.993296,5912.62062,5851.450796
6034.725761,2068,4276624,0,1,0,0,0,0,6010.629573,6093.569651,6289.602174,6216.760711,5808.851138,5890.179721,5711.285076,5974.158522,5977.450688,5961.689532,6072.479501,6031.515099,5823.499907,5884.993296,5912.62062
5992.471485,2069,4280761,0,1,0,0,0,0,6034.725761,6010.629573,6093.569651,6289.602174,6216.760711,5808.851138,5890.179721,5711.285076,5974.158522,5977.450688,5961.689532,6072.479501,6031.515099,5823.499907,5884.993296
6003.668727,2070,4284900,0,1,0,0,0,0,5992.471485,6034.725761,6010.629573,6093.569651,6289.602174,6216.760711,5808.851138,5890.179721,5711.285076,5974.158522,5977.450688,5961.689532,6072.479501,6031.515099,5823.499907
5834.678835,2071,4289041,0,1,0,0,0,0,6003.668727,5992.471485,6034.725761,6010.629573,6093.569651,6289.602174,6216.760711,5808.851138,5890.179721,5711.285076,5974.158522,5977.450688,5961.689532,6072.479501,6031.515099
5957.890665,2072,4293184,0,1,0,0,0,0,5834.678835,6003.668727,5992.471485,6034.725761,6010.629573,6093.569651,6289.602174,6216.760711,5808.851138,5890.179721,5711.285076,5974.158522,5977.450688,5961.689532,6072.479501
5923.985963,2073,4297329,0,1,0,0,0,0,5957.890665,5834.678835,6003.668727,5992.471485,6034.725761,6010.629573,6093.569651,6289.602174,6216.760711,5808.851138,5890.179721,5711.285076,5974.158522,5977.450688,5961.689532
5762.054673,2074,4301476,0,1,0,0,0,0,5923.985963,5957.890665,5834.678835,6003.668727,5992.471485,6034.725761,6010.629573,6093.569651,6289.602174,6216.760711,5808.851138,5890.179721,5711.285076,5974.158522,5977.450688
5811.153513,2075,4305625,0,1,0,0,0,0,5762.054673,5923.985963,5957.890665,5834.678835,6003.668727,5992.471485,6034.725761,6010.629573,6093.569651,6289.602174,6216.760711,5808.851138,5890.179721,5711.285076,5974.158522
5692.35963,2076,4309776,0,1,0,0,0,0,5811.153513,5762.054673,5923.985963,5957.890665,5834.678835,6003.668727,5992.471485,6034.725761,6010.629573,6093.569651,6289.602174,6216.760711,5808.851138,5890.179721,5711.285076
5675.590241,2077,4313929,0,1,0,0,0,0,5692.35963,5811.153513,5762.054673,5923.985963,5957.890665,5834.678835,6003.668727,5992.471485,6034.725761,6010.629573,6093.569651,6289.602174,6216.760711,5808.851138,5890.179721
5535.586926,2078,4318084,0,1,0,0,0,0,5675.590241,5692.35963,5811.153513,5762.054673,5923.985963,5957.890665,5834.678835,6003.668727,5992.471485,6034.725761,6010.629573,6093.569651,6289.602174,6216.760711,5808.851138
5464.591913,2079,4322241,0,1,0,0,0,0,5535.586926,5675.590241,5692.35963,5811.153513,5762.054673,5923.985963,5957.890665,5834.678835,6003.668727,5992.471485,6034.725761,6010.629573,6093.569651,6289.602174,6216.760711
5509.097809,2080,4326400,0,1,0,0,0,0,5464.591913,5535.586926,5675.590241,5692.35963,5811.153513,5762.054673,5923.985963,5957.890665,5834.678835,6003.668727,5992.471485,6034.725761,6010.629573,6093.569651,6289.602174
5530.535455,2081,4330561,0,1,0,0,0,0,5509.097809,5464.591913,5535.586926,5675.590241,5692.35963,5811.153513,5762.054673,5923.985963,5957.890665,5834.678835,6003.668727,5992.471485,6034.725761,6010.629573,6093.569651
5332.897379,2082,4334724,0,1,0,0,0,0,5530.535455,5509.097809,5464.591913,5535.586926,5675.590241,5692.35963,5811.153513,5762.054673,5923.985963,5957.890665,5834.678835,6003.668727,5992.471485,6034.725761,6010.629573
5614.958499,2083,4338889,0,1,0,0,0,0,5332.897379,5530.535455,5509.097809,5464.591913,5535.586926,5675.590241,5692.35963,5811.153513,5762.054673,5923.985963,5957.890665,5834.678835,6003.668727,5992.471485,6034.725761
5489.433569,2084,4343056,0,1,0,0,0,0,5614.958499,5332.897379,5530.535455,5509.097809,5464.591913,5535.586926,5675.590241,5692.35963,5811.153513,5762.054673,5923.985963,5957.890665,5834.678835,6003.668727,5992.471485
5162.812656,2085,4347225,0,1,0,0,0,0,5489.433569,5614.958499,5332.897379,5530.535455,5509.097809,5464.591913,5535.586926,5675.590241,5692.35963,5811.153513,5762.054673,5923.985963,5957.890665,5834.678835,6003.668727
5111.719028,2086,4351396,0,1,0,0,0,0,5162.812656,5489.433569,5614.958499,5332.897379,5530.535455,5509.097809,5464.591913,5535.586926,5675.590241,5692.35963,5811.153513,5762.054673,5923.985963,5957.890665,5834.678835
5149.209376,2087,4355569,0,1,0,0,0,0,5111.719028,5162.812656,5489.433569,5614.958499,5332.897379,5530.535455,5509.097809,5464.591913,5535.586926,5675.590241,5692.35963,5811.153513,5762.054673,5923.985963,5957.890665
5156.28506,2088,4359744,0,1,0,0,0,0,5149.209376,5111.719028,5162.812656,5489.433569,5614.958499,5332.897379,5530.535455,5509.097809,5464.591913,5535.586926,5675.590241,5692.35963,5811.153513,5762.054673,5923.985963
5107.64394,2089,4363921,0,1,0,0,0,0,5156.28506,5149.209376,5111.719028,5162.812656,5489.433569,5614.958499,5332.897379,5530.535455,5509.097809,5464.591913,5535.586926,5675.590241,5692.35963,5811.153513,5762.054673
4997.480342,2090,4368100,0,1,0,0,0,0,5107.64394,5156.28506,5149.209376,5111.719028,5162.812656,5489.433569,5614.958499,5332.897379,5530.535455,5509.097809,5464.591913,5535.586926,5675.590241,5692.35963,5811.153513
4808.152233,2091,4372281,0,1,0,0,0,0,4997.480342,5107.64394,5156.28506,5149.209376,5111.719028,5162.812656,5489.433569,5614.958499,5332.897379,5530.535455,5509.097809,5464.591913,5535.586926,5675.590241,5692.35963
4810.234883,2092,4376464,0,1,0,0,0,0,4808.152233,4997.480342,5107.64394,5156.28506,5149.209376,5111.719028,5162.812656,5489.433569,5614.958499,5332.897379,5530.535455,5509.097809,5464.591913,5535.586926,5675.590241
4702.603451,2093,4380649,0,1,0,0,0,0,4810.234883,4808.152233,4997.480342,5107.64394,5156.28506,5149.209376,5111.719028,5162.812656,5489.433569,5614.958499,5332.897379,5530.535455,5509.097809,5464.591913,5535.586926
4625.004011,2094,4384836,0,1,0,0,0,0,4702.603451,4810.234883,4808.152233,4997.480342,5107.64394,5156.28506,5149.209376,5111.719028,5162.812656,5489.433569,5614.958499,5332.897379,5530.535455,5509.097809,5464.591913
4682.726032,2095,4389025,0,1,0,0,0,0,4625.004011,4702.603451,4810.234883,4808.152233,4997.480342,5107.64394,5156.28506,5149.209376,5111.719028,5162.812656,5489.433569,5614.958499,5332.897379,5530.535455,5509.097809
4534.177466,2096,4393216,0,1,0,0,0,0,4682.726032,4625.004011,4702.603451,4810.234883,4808.152233,4997.480342,5107.64394,5156.28506,5149.209376,5111.719028,5162.812656,5489.433569,5614.958499,5332.897379,5530.535455
4523.174793,2097,4397409,0,1,0,0,0,0,4534.177466,4682.726032,4625.004011,4702.603451,4810.234883,4808.152233,4997.480342,5107.64394,5156.28506,5149.209376,5111.719028,5162.812656,5489.433569,5614.958499,5332.897379
4403.91879,2098,4401604,0,1,0,0,0,0,4523.174793,4534.177466,4682.726032,4625.004011,4702.603451,4810.234883,4808.152233,4997.480342,5107.64394,5156.28506,5149.209376,5111.719028,5162.812656,5489.433569,5614.958499
4298.645714,2099,4405801,0,1,0,0,0,0,4403.91879,4523.174793,4534.177466,4682.726032,4625.004011,4702.603451,4810.234883,4808.152233,4997.480342,5107.64394,5156.28506,5149.209376,5111.719028,5162.812656,5489.433569
4174.076578,2100,4410000,0,1,0,0,0,0,4298.645714,4403.91879,4523.174793,4534.177466,4682.726032,4625.004011,4702.603451,4810.234883,4808.152233,4997.480342,5107.64394,5156.28506,5149.209376,5111.719028,5162.812656
4129.508099,2101,4414201,0,1,0,0,0,0,4174.076578,4298.645714,4403.91879,4523.174793,4534.177466,4682.726032,4625.004011,4702.603451,4810.234883,4808.152233,4997.480342,5107.64394,5156.28506,5149.209376,5111.719028
4105.601006,2102,4418404,0,1,0,0,0,0,4129.508099,4174.076578,4298.645714,4403.91879,4523.174793,4534.177466,4682.726032,4625.004011,4702.603451,4810.234883,4808.152233,4997.480342,5107.64394,5156.28506,5149.209376
4076.915519,2103,4422609,0,1,0,0,0,0,4105.601006,4129.508099,4174.076578,4298.645714,4403.91879,4523.174793,4534.177466,4682.726032,4625.004011,4702.603451,4810.234883,4808.152233,4997.480342,5107.64394,5156.28506
3921.623551,2104,4426816,0,1,0,0,0,0,4076.915519,4105.601006,4129.508099,4174.076578,4298.645714,4403.91879,4523.174793,4534.177466,4682.726032,4625.004011,4702.603451,4810.234883,4808.152233,4997.480342,5107.64394
3807.284676,2105,4431025,0,1,0,0,0,0,3921.623551,4076.915519,4105.601006,4129.508099,4174.076578,4298.645714,4403.91879,4523.174793,4534.177466,4682.726032,4625.004011,4702.603451,4810.234883,4808.152233,4997.480342
3790.719916,2106,4435236,0,1,0,0,0,0,3807.284676,3921.623551,4076.915519,4105.601006,4129.508099,4174.076578,4298.645714,4403.91879,4523.174793,4534.177466,4682.726032,4625.004011,4702.603451,4810.234883,4808.152233
3829.989211,2107,4439449,0,1,0,0,0,0,3790.719916,3807.284676,3921.623551,4076.915519,4105.601006,4129.508099,4174.076578,4298.645714,4403.91879,4523.174793,4534.177466,4682.726032,4625.004011,4702.603451,4810.234883
3720.2309,2108,4443664,0,1,0,0,0,0,3829.989211,3790.719916,3807.284676,3921.623551,4076.915519,4105.601006,4129.508099,4174.076578,4298.645714,4403.91879,4523.174793,4534.177466,4682.726032,4625.004011,4702.603451
3638.638176,2109,4447881,0,1,0,0,0,0,3720.2309,3829.989211,3790.719916,3807.284676,3921.623551,4076.915519,4105.601006,4129.508099,4174.076578,4298.645714,4403.91879,4523.174793,4534.177466,4682.726032,4625.004011
3731.055127,2110,4452100,0,1,0,0,0,0,3638.638176,3720.2309,3829.989211,3790.719916,3807.284676,3921.623551,4076.915519,4105.601006,4129.508099,4174.076578,4298.645714,4403.91879,4523.174793,4534.177466,4682.726032
3687.982444,2111,4456321,0,1,0,0,0,0,3731.055127,3638.638176,3720.2309,3829.989211,3790.719916,3807.284676,3921.623551,4076.915519,4105.601006,4129.508099,4174.076578,4298.645714,4403.91879,4523.174793,4534.177466
3430.705429,2112,4460544,0,1,0,0,0,0,3687.982444,3731.055127,3638.638176,3720.2309,3829.989211,3790.719916,3807.284676,3921.623551,4076.915519,4105.601006,4129.508099,4174.076578,4298.645714,4403.91879,4523.174793
3388.991071,2113,4464769,0,1,0,0,0,0,3430.705429,3687.982444,3731.055127,3638.638176,3720.2309,3829.989211,3790.719916,3807.284676,3921.623551,4076.915519,4105.601006,4129.508099,4174.076578,4298.645714,4403.91879
3398.276756,2114,4468996,0,1,0,0,0,0,3388.991071,3430.705429,3687.982444,3731.055127,3638.638176,3720.2309,3829.989211,3790.719916,3807.284676,3921.623551,4076.915519,4105.601006,4129.508099,4174.076578,4298.645714
3543.993103,2115,4473225,0,1,0,0,0,0,3398.276756,3388.991071,3430.705429,3687.982444,3731.055127,3638.638176,3720.2309,3829.989211,3790.719916,3807.284676,3921.623551,4076.915519,4105.601006,4129.508099,4174.076578
3433.989501,2116,4477456,0,1,0,0,0,0,3543.993103,3398.276756,3388.991071,3430.705429,3687.982444,3731.055127,3638.638176,3720.2309,3829.989211,3790.719916,3807.284676,3921.623551,4076.915519,4105.601006,4129.508099
3415.772776,2117,4481689,0,1,0,0,0,0,3433.989501,3543.993103,3398.276756,3388.991071,3430.705429,3687.982444,3731.055127,3638.638176,3720.2309,3829.989211,3790.719916,3807.284676,3921.623551,4076.915519,4105.601006
3451.106861,2118,4485924,0,1,0,0,0,0,3415.772776,3433.989501,3543.993103,3398.276756,3388.991071,3430.705429,3687.982444,3731.055127,3638.638176,3720.2309,3829.989211,3790.719916,3807.284676,3921.623551,4076.915519
3364.763528,2119,4490161,0,1,0,0,0,0,3451.106861,3415.772776,3433.989501,3543.993103,3398.276756,3388.991071,3430.705429,3687.982444,3731.055127,3638.638176,3720.2309,3829.989211,3790.719916,3807.284676,3921.623551
3410.162866,2120,4494400,0,1,0,0,0,0,3364.763528,3451.106861,3415.772776,3433.989501,3543.993103,3398.276756,3388.991071,3430.705429,3687.982444,3731.055127,3638.638176,3720.2309,3829.989211,3790.719916,3807.284676
3344.478093,2121,4498641,0,1,0,0,0,0,3410.162866,3364.763528,3451.106861,3415.772776,3433.989501,3543.993103,3398.276756,3388.991071,3430.705429,3687.982444,3731.055127,3638.638176,3720.2309,3829.989211,3790.719916
3296.238478,2122,4502884,0,1,0,0,0,0,3344.478093,3410.162866,3364.763528,3451.106861,3415.772776,3433.989501,3543.993103,3398.276756,3388.991071,3430.705429,3687.982444,3731.055127,3638.638176,3720.2309,3829.989211
3223.08113,2123,4507129,0,1,0,0,0,0,3296.238478,3344.478093,3410.162866,3364.763528,3451.106861,3415.772776,3433.989501,3543.993103,3398.276756,3388.991071,3430.705429,3687.982444,3731.055127,3638.638176,3720.2309
3209.468207,2124,4511376,0,1,0,0,0,0,3223.08113,3296.238478,3344.478093,3410.162866,3364.763528,3451.106861,3415.772776,3433.989501,3543.993103,3398.276756,3388.991071,3430.705429,3687.982444,3731.055127,3638.638176
3118.920102,2125,4515625,0,1,0,0,0,0,3209.468207,3223.08113,3296.238478,3344.478093,3410.162866,3364.763528,3451.106861,3415.772776,3433.989501,3543.993103,3398.276756,3388.991071,3430.705429,3687.982444,3731.055127
3229.279001,2126,4519876,0,1,0,0,0,0,3118.920102,3209.468207,3223.08113,3296.238478,3344.478093,3410.162866,3364.763528,3451.106861,3415.772776,3433.989501,3543.993103,3398.276756,3388.991071,3430.705429,3687.982444
3137.200257,2127,4524129,0,1,0,0,0,0,3229.279001,3118.920102,3209.468207,3223.08113,3296.238478,3344.478093,3410.162866,3364.763528,3451.106861,3415.772776,3433.989501,3543.993103,3398.276756,3388.991071,3430.705429
3206.715,2128,4528384,0,1,0,0,0,0,3137.200257,3229.279001,3118.920102,3209.468207,3223.08113,3296.238478,3344.478093,3410.162866,3364.763528,3451.106861,3415.772776,3433.989501,3543.993103,3398.276756,3388.991071
3099.017703,2129,4532641,0,1,0,0,0,0,3206.715,3137.200257,3229.279001,3118.920102,3209.468207,3223.08113,3296.238478,3344.478093,3410.162866,3364.763528,3451.106861,3415.772776,3433.989501,3543.993103,3398.276756
3171.19216,2130,4536900,0,1,0,0,0,0,3099.017703,3206.715,3137.200257,3229.279001,3118.920102,3209.468207,3223.08113,3296.238478,3344.478093,3410.162866,3364.763528,3451.106861,3415.772776,3433.989501,3543.993103
3127.238009,2131,4541161,0,1,0,0,0,0,3171.19216,3099.017703,3206.715,3137.200257,3229.279001,3118.920102,3209.468207,3223.08113,3296.238478,3344.478093,3410.162866,3364.763528,3451.106861,3415.772776,3433.989501
3144.012824,2132,4545424,0,1,0,0,0,0,3127.238009,3171.19216,3099.017703,3206.715,3137.200257,3229.279001,3118.920102,3209.468207,3223.08113,3296.238478,3344.478093,3410.162866,3364.763528,3451.106861,3415.772776
3150.179537,2133,4549689,0,1,0,0,0,0,3144.012824,3127.238009,3171.19216,3099.017703,3206.715,3137.200257,3229.279001,3118.920102,3209.468207,3223.08113,3296.238478,3344.478093,3410.162866,3364.763528,3451.106861
3113.38928,2134,4553956,0,1,0,0,0,0,3150.179537,3144.012824,3127.238009,3171.19216,3099.017703,3206.715,3137.200257,3229.279001,3118.920102,3209.468207,3223.08113,3296.238478,3344.478093,3410.162866,3364.763528
3109.494168,2135,4558225,0,1,0,0,0,0,3113.38928,3150.179537,3144.012824,3127.238009,3171.19216,3099.017703,3206.715,3137.200257,3229.279001,3118.920102,3209.468207,3223.08113,3296.238478,3344.478093,3410.162866
3111.351936,2136,4562496,0,1,0,0,0,0,3109.494168,3113.38928,3150.179537,3144.012824,3127.238009,3171.19216,3099.017703,3206.715,3137.200257,3229.279001,3118.920102,3209.468207,3223.08113,3296.238478,3344.478093
3063.298484,2137,4566769,0,1,0,0,0,0,3111.351936,3109.494168,3113.38928,3150.179537,3144.012824,3127.238009,3171.19216,3099.017703,3206.715,3137.200257,3229.279001,3118.920102,3209.468207,3223.08113,3296.238478
3101.560332,2138,4571044,0,1,0,0,0,0,3063.298484,3111.351936,3109.494168,3113.38928,3150.179537,3144.012824,3127.238009,3171.19216,3099.017703,3206.715,3137.200257,3229.279001,3118.920102,3209.468207,3223.08113
3104.315463,2139,4575321,0,1,0,0,0,0,3101.560332,3063.298484,3111.351936,3109.494168,3113.38928,3150.179537,3144.012824,3127.238009,3171.19216,3099.017703,3206.715,3137.200257,3229.279001,3118.920102,3209.468207
3155.442994,2140,4579600,0,1,0,0,0,0,3104.315463,3101.560332,3063.298484,3111.351936,3109.494168,3113.38928,3150.179537,3144.012824,3127.238009,3171.19216,3099.017703,3206.715,3137.200257,3229.279001,3118.920102
3026.264138,2141,4583881,0,1,0,0,0,0,3155.442994,3104.315463,3101.560332,3063.298484,3111.351936,3109.494168,3113.38928,3150.179537,3144.012824,3127.238009,3171.19216,3099.017703,3206.715,3137.200257,3229.279001
3031.716368,2142,4588164,0,1,0,0,0,0,3026.264138,3155.442994,3104.315463,3101.560332,3063.298484,3111.351936,3109.494168,3113.38928,3150.179537,3144.012824,3127.238009,3171.19216,3099.017703,3206.715,3137.200257
2950.139595,2143,4592449,0,1,0,0,0,0,3031.716368,3026.264138,3155.442994,3104.315463,3101.560332,3063.298484,3111.351936,3109.494168,3113.38928,3150.179537,3144.012824,3127.238009,3171.19216,3099.017703,3206.715
2950.755449,2144,4596736,0,1,0,0,0,0,2950.139595,3031.716368,3026.264138,3155.442994,3104.315463,3101.560332,3063.298484,3111.351936,3109.494168,3113.38928,3150.179537,3144.012824,3127.238009,3171.19216,3099.017703
2957.872038,2145,4601025,0,1,0,0,0,0,2950.755449,2950.139595,3031.716368,3026.264138,3155.442994,3104.315463,3101.560332,3063.298484,3111.351936,3109.494168,3113.38928,3150.179537,3144.012824,3127.238009,3171.19216
2931.154925,2146,4605316,0,1,0,0,0,0,2957.872038,2950.755449,2950.139595,3031.716368,3026.264138,3155.442994,3104.315463,3101.560332,3063.298484,3111.351936,3109.494168,3113.38928,3150.179537,3144.012824,3127.238009
2831.618988,2147,4609609,0,1,0,0,0,0,2931.154925,2957.872038,2950.755449,2950.139595,3031.716368,3026.264138,3155.442994,3104.315463,3101.560332,3063.298484,3111.351936,3109.494168,3113.38928,3150.179537,3144.012824
2828.179046,2148,4613904,0,1,0,0,0,0,2831.618988,2931.154925,2957.872038,2950.755449,2950.139595,3031.716368,3026.264138,3155.442994,3104.315463,3101.560332,3063.298484,3111.351936,3109.494168,3113.38928,3150.179537
2681.2158,2149,4618201,0,1,0,0,0,0,2828.179046,2831.618988,2931.154925,2957.872038,2950.755449,2950.139595,3031.716368,3026.264138,3155.442994,3104.315463,3101.560332,3063.298484,3111.351936,3109.494168,3113.38928
2739.399269,2150,4622500,0,1,0,0,0,0,2681.2158,2828.179046,2831.618988,2931.154925,2957.872038,2950.755449,2950.139595,3031.716368,3026.264138,3155.442994,3104.315463,3101.560332,3063.298484,3111.351936,3109.494168
2739.43459,2151,4626801,0,1,0,0,0,0,2739.399269,2681.2158,2828.179046,2831.618988,2931.154925,2957.872038,2950.755449,2950.139595,3031.716368,3026.264138,3155.442994,3104.315463,3101.560332,3063.298484,3111.351936
2706.247511,2152,4631104,0,1,0,0,0,0,2739.43459,2739.399269,2681.2158,2828.179046,2831.618988,2931.154925,2957.872038,2950.755449,2950.139595,3031.716368,3026.264138,3155.442994,3104.315463,3101.560332,3063.298484
2614.723012,2153,4635409,0,1,0,0,0,0,2706.247511,2739.43459,2739.399269,2681.2158,2828.179046,2831.618988,2931.154925,2957.872038,2950.755449,2950.139595,3031.716368,3026.264138,3155.442994,3104.315463,3101.560332
2613.644315,2154,4639716,0,1,0,0,0,0,2614.723012,2706.247511,2739.43459,2739.399269,2681.2158,2828.179046,2831.618988,2931.154925,2957.872038,2950.755449,2950.139595,3031.716368,3026.264138,3155.442994,3104.315463
2563.462621,2155,4644025,0,1,0,0,0,0,2613.644315,2614.723012,2706.247511,2739.43459,2739.399269,2681.2158,2828.179046,2831.618988,2931.154925,2957.872038,2950.755449,2950.139595,3031.716368,3026.264138,3155.442994
2599.126596,2156,4648336,0,1,0,0,0,0,2563.462621,2613.644315,2614.723012,2706.247511,2739.43459,2739.399269,2681.2158,2828.179046,2831.618988,2931.154925,2957.872038,2950.755449,2950.139595,3031.716368,3026.264138
2606.321663,2157,4652649,0,1,0,0,0,0,2599.126596,2563.462621,2613.644315,2614.723012,2706.247511,2739.43459,2739.399269,2681.2158,2828.179046,2831.618988,2931.154925,2957.872038,2950.755449,2950.139595,3031.716368
2603.675135,2158,4656964,0,1,0,0,0,0,2606.321663,2599.126596,2563.462621,2613.644315,2614.723012,2706.247511,2739.43459,2739.399269,2681.2158,2828.179046,2831.618988,2931.154925,2957.872038,2950.755449,2950.139595
2517.512877,2159,4661281,0,1,0,0,0,0,2603.675135,2606.321663,2599.126596,2563.462621,2613.644315,2614.723012,2706.247511,2739.43459,2739.399269,2681.2158,2828.179046,2831.618988,2931.154925,2957.872038,2950.755449
2489.375651,2160,4665600,0,1,0,0,0,0,2517.512877,2603.675135,2606.321663,2599.126596,2563.462621,2613.644315,2614.723012,2706.247511,2739.43459,2739.399269,2681.2158,2828.179046,2831.618988,2931.154925,2957.872038
2449.191327,2161,4669921,0,1,0,0,0,0,2489.375651,2517.512877,2603.675135,2606.321663,2599.126596,2563.462621,2613.644315,2614.723012,2706.247511,2739.43459,2739.399269,2681.2158,2828.179046,2831.618988,2931.154925
2494.569453,2162,4674244,0,1,0,0,0,0,2449.191327,2489.375651,2517.512877,2603.675135,2606.321663,2599.126596,2563.462621,2613.644315,2614.723012,2706.247511,2739.43459,2739.399269,2681.2158,2828.179046,2831.618988
2433.164512,2163,4678569,0,1,0,0,0,0,2494.569453,2449.191327,2489.375651,2517.512877,2603.675135,2606.321663,2599.126596,2563.462621,2613.644315,2614.723012,2706.247511,2739.43459,2739.399269,2681.2158,2828.179046
2425.749699,2164,4682896,0,1,0,0,0,0,2433.164512,2494.569453,2449.191327,2489.375651,2517.512877,2603.675135,2606.321663,2599.126596,2563.462621,2613.644315,2614.723012,2706.247511,2739.43459,2739.399269,2681.2158
